Date Reported As Of,PID,Project Name,Description,Category,Borough,Managing Agency,Client Agency,Current Phase,Design Start,Budget Forecast,,Latest Budget Changes,,Total Budget Changes,Forecast Completion,Latest Schedule Changes,Total Schedule Changes,
01/01/19 00:00,448,Jerome Reservoir and Aqueduct Rehabilitation,"Improvements to: fencing, vegetation, roadway, drainage, ext. above-ground retaining walls. Including repair of dam inlet archway & wingwall, re-pointing of stones & reinforcement of east reservoir wall, & leakage/seepage protection within OCA.",Water Supply,Bronx,DEP,DEP,Design,02/24/2016,52813839.2,,0,,-6061958,04/14/2022,132,859,
05/01/19 00:00,448,Jerome Reservoir and Aqueduct Rehabilitation,"Improvements to: fencing, vegetation, roadway, drainage, ext. above-ground retaining walls. Including repair of dam inlet archway & wingwall, re-pointing of stones & reinforcement of east reservoir wall, & leakage/seepage protection within OCA.",Water Supply,Bronx,DEP,DEP,Design,02/24/2016,52813862.2,,23,,-6061958,10/05/22,174,859,
09/01/19 00:00,448,Jerome Reservoir and Aqueduct Rehabilitation,"Improvements to: fencing, vegetation, roadway, drainage, ext. above-ground retaining walls. Including repair of dam inlet archway & wingwall, re-pointing of stones & reinforcement of east reservoir wall, & leakage/seepage protection within OCA.",Water Supply,Bronx,DEP,DEP,Design,02/24/2016,52738042,,-75820,,-6061958,11/16/2022,42,859,
06/01/16 00:00,449,Oakwood Beach WWTP Sludge Thickening Improvements,"Replacement of thickener pumps, controls/piping, digested sludge pumps, sludge mixing pumps, sludge recirculation pumps, spray water pumps, and seal water pumps. Installation of GBT and rehab of GTs",Wastewater Treatment,Staten Island,DEP,DEP,Design,02/02/16,45179659,,500000,,35553929.7,01/12/22,624,2199,
11/01/16 00:00,449,Oakwood Beach WWTP Sludge Thickening Improvements,"Replacement of thickener pumps, controls/piping, digested sludge pumps, sludge mixing pumps, sludge recirculation pumps, spray water pumps, and seal water pumps. Installation of GBT and rehab of GTs",Wastewater Treatment,Staten Island,DEP,DEP,Design,02/02/16,44959691,,-219968,,35553929.7,03/26/2023,438,2199,
04/01/17 00:00,449,Oakwood Beach WWTP Sludge Thickening Improvements,"Replacement of thickener pumps, piping, sludge pumps, mixing pumps, recirculation pumps, spray water pumps, and heat exchangers. Install Gravity Belt Thickener, GBT pumps, polymer feed system.  Rehab of Thickeners, Sludge Box, and Distribution Box.",Wastewater Treatment,Staten Island,DEP,DEP,Design,02/02/16,44247976.6,,-711714,,35553929.7,04/08/23,13,2199,
09/01/17 00:00,449,Oakwood Beach WWTP Sludge Thickening Improvements,"Replacement of thickener pumps, piping, sludge pumps, mixing pumps, recirculation pumps, spray water pumps, and heat exchangers. Install Gravity Belt Thickener, GBT pumps, polymer feed system.  Rehab of Thickeners, Sludge Box, and Distribution Box.",Wastewater Treatment,Staten Island,DEP,DEP,Design,02/02/16,44247976.6,,0,,35553929.7,05/17/2023,39,2199,
08/01/18 00:00,449,Oakwood Beach WWTP Sludge Thickening Improvements,"Replacement of thickener pumps, piping, sludge pumps, mixing pumps, recirculation pumps, spray water pumps, and heat exchangers. Install Gravity Belt Thickener, GBT pumps, polymer feed system.  Rehab of Thickeners, Sludge Box, and Distribution Box.",Wastewater Treatment,Staten Island,DEP,DEP,Design,02/02/16,46441722,,3843386,,35553929.7,11/17/2023,870,2199,
01/01/19 00:00,449,Oakwood Beach WWTP Sludge Thickening Improvements,"Replacement of thickener pumps, piping, sludge pumps, mixing pumps, recirculation pumps, spray water pumps, and heat exchangers. Install Gravity Belt Thickener, GBT pumps, polymer feed system.  Rehab of Thickeners, Sludge Box, and Distribution Box.",Wastewater Treatment,Staten Island,DEP,DEP,Design,08/02/18,43671610,,-2770112,,35553929.7,11/17/2023,0,2199,
05/01/19 00:00,449,Oakwood Beach WWTP Sludge Thickening Improvements,"Replacement of thickener pumps, piping, sludge pumps, mixing pumps, recirculation pumps, spray water pumps, and heat exchangers. Install Gravity Belt Thickener, GBT pumps, polymer feed system.  Rehab of Thickeners, Sludge Box, and Distribution Box.",Wastewater Treatment,Staten Island,DEP,DEP,Design,08/02/18,73093185,,29421575,,35553929.7,09/06/24,294,2199,
09/01/19 00:00,449,Oakwood Beach WWTP Sludge Thickening Improvements,"Replacement of thickener pumps, piping, sludge pumps, mixing pumps, recirculation pumps, spray water pumps, and heat exchangers. Install Gravity Belt Thickener, GBT pumps, polymer feed system.  Rehab of Thickeners, Sludge Box, and Distribution Box.",Wastewater Treatment,Staten Island,DEP,DEP,Design,08/02/18,78583947.7,,5490763,,35553929.7,06/19/2024,-79,2199,
06/01/16 00:00,450,Oakwood Beach WWTP Headworks Improvements,"Replacement of six bar screens, grit bin vibrator, six ring flushing pumps, six main sewage pumps and assoc. piping/valves and motor control center, replacement of four exhaust fans, gas and oxygen detectors and a 15 KVA transformer",Wastewater Treatment,Staten Island,DEP,DEP,Design,10/20/2015,44206645,,-7155355,,7922497.6,12/24/2021,178,1327,
11/01/16 00:00,450,Oakwood Beach WWTP Headworks Improvements,"Replacement of six bar screens, grit bin vibrator, six ring flushing pumps, six main sewage pumps and assoc. piping/valves and motor control center, replacement of four exhaust fans, gas and oxygen detectors and a 15 KVA transformer",Wastewater Treatment,Staten Island,DEP,DEP,Design,10/20/2015,47273291,,3066646,,7922497.6,12/24/2021,0,1327,
04/01/17 00:00,450,Oakwood Beach WWTP Headworks Improvements,"Replacement of six bar screens, grit bin vibrator, six ring flushing pumps, six main sewage pumps and assoc. piping/valves and motor control center, replacement of four exhaust fans, gas and oxygen detectors and a 15 KVA transformer",Wastewater Treatment,Staten Island,DEP,DEP,Design,10/20/2015,43164076.8,,-4109214,,7922497.6,05/05/22,132,1327,
09/01/17 00:00,450,Oakwood Beach WWTP Headworks Improvements,"Replacement of six bar screens, grit bin vibrator, six ring flushing pumps, six main sewage pumps and assoc. piping/valves and motor control center, replacement of four exhaust fans, gas and oxygen detectors and a 15 KVA transformer",Wastewater Treatment,Staten Island,DEP,DEP,Design,10/20/2015,54063510,,10899433,,7922497.6,04/09/22,-26,1327,
03/01/18 00:00,450,Oakwood Beach WWTP Headworks Improvements,"Replacement of six bar screens, grit bin vibrator, six ring flushing pumps, six main sewage pumps and assoc. piping/valves and motor control center, replacement of four exhaust fans, gas and oxygen detectors and a 15 KVA transformer",Wastewater Treatment,Staten Island,DEP,DEP,Design,10/20/2015,53989497.6,,-74012,,7922497.6,03/02/24,693,1327,
08/01/18 00:00,450,Oakwood Beach WWTP Headworks Improvements,"Replacement of six bar screens, grit bin vibrator, six ring flushing pumps, six main sewage pumps and assoc. piping/valves and motor control center, replacement of four exhaust fans, gas and oxygen detectors and a 15 KVA transformer",Wastewater Treatment,Staten Island,DEP,DEP,Design,10/20/2015,32128710,,-21860788,,7922497.6,01/08/23,-419,1327,
01/01/19 00:00,450,Oakwood Beach WWTP Headworks Improvements,"Replacement of six bar screens, grit bin vibrator, six ring flushing pumps, six main sewage pumps and assoc. piping/valves and motor control center, replacement of four exhaust fans, gas and oxygen detectors and a 15 KVA transformer",Wastewater Treatment,Staten Island,DEP,DEP,Design,10/20/2015,47458510,,15329800,,7922497.6,08/28/2024,598,1327,
05/01/19 00:00,450,Oakwood Beach WWTP Headworks Improvements,"Replacement of six bar screens, grit bin vibrator, six ring flushing pumps, six main sewage pumps and assoc. piping/valves and motor control center, replacement of four exhaust fans, gas and oxygen detectors and a 15 KVA transformer",Wastewater Treatment,Staten Island,DEP,DEP,Construction Procurement,12/23/2015,59358513.99,,11900004,,7922497.6,02/10/24,-200,1327,
09/01/19 00:00,450,Oakwood Beach WWTP Headworks Improvements,"Replacement of six bar screens, grit bin vibrator, six ring flushing pumps, six main sewage pumps and assoc. piping/valves and motor control center, replacement of four exhaust fans, gas and oxygen detectors and a 15 KVA transformer",Wastewater Treatment,Staten Island,DEP,DEP,Construction Procurement,12/23/2015,59284497.6,,-74016,,7922497.6,02/15/2025,371,1327,
04/01/17 00:00,452,Primary Treatment Improvement at Wards Island WWTP,"Replacement of internal mechanisms, concrete repairs, effluent weirs, scum troughs, grease pit collection system, electrical upgrades, HVAC upgrades, evaluation and improvement of cross collector drainage in 10 PST.",Wastewater Treatment,Manhattan,DEP,DEP,Design,04/18/2017,46456631,,0,,199714,05/10/20,-383,1396,
09/01/17 00:00,452,Primary Treatment Improvement at Wards Island WWTP,"Replacement of internal mechanisms, concrete repairs, effluent weirs, scum troughs, grease pit collection system, electrical upgrades, HVAC upgrades, evaluation and improvement of cross collector drainage in 10 PST.",Wastewater Treatment,Manhattan,DEP,DEP,Design,06/30/2017,68456631,,22000000,,199714,07/22/2020,73,1396,
03/01/18 00:00,452,Primary Treatment Improvement at Wards Island WWTP,"Replacement of internal mechanisms, concrete repairs, effluent weirs, scum troughs, grease pit collection system, electrical upgrades, HVAC upgrades, evaluation and improvement of cross collector drainage in 10 PST.",Wastewater Treatment,Manhattan,DEP,DEP,Design,06/30/2017,79500000,,11043369,,199714,10/01/20,71,1396,
08/01/18 00:00,452,Primary Treatment Improvement at Wards Island WWTP,"Replacement of internal mechanisms, concrete repairs, effluent weirs, scum troughs, grease pit collection system, electrical upgrades, HVAC upgrades, evaluation and improvement of cross collector drainage in 10 PST.",Wastewater Treatment,Manhattan,DEP,DEP,Design,06/30/2017,46500000,,-33000000,,199714,02/26/2021,148,1396,
01/01/19 00:00,452,Primary Treatment Improvement at Wards Island WWTP,"Replacement of internal mechanisms, concrete repairs, effluent weirs, scum troughs, grease pit collection system, electrical upgrades, HVAC upgrades, evaluation and improvement of cross collector drainage in 10 PST.",Wastewater Treatment,Manhattan,DEP,DEP,Design,11/06/17,75500000,,29000000,,199714,01/24/2025,1428,1396,
05/01/19 00:00,452,Primary Treatment Improvement at Wards Island WWTP,"Replacement of internal mechanisms, concrete repairs, effluent weirs, scum troughs, grease pit collection system, electrical upgrades, HVAC upgrades, evaluation and improvement of cross collector drainage in 10 PST.",Wastewater Treatment,Manhattan,DEP,DEP,Design,11/06/17,75696483.35,,196483,,199714,01/30/2025,6,1396,
09/01/19 00:00,452,Primary Treatment Improvement at Wards Island WWTP,"Replacement of internal mechanisms, concrete repairs, effluent weirs, scum troughs, grease pit collection system, electrical upgrades, HVAC upgrades, evaluation and improvement of cross collector drainage in 10 PST.",Wastewater Treatment,Manhattan,DEP,DEP,Design,11/06/17,46656345,,-29040138,,199714,03/24/2025,53,1396,
09/01/19 00:00,453,Reconstruction of Power Distribution at Wards Island WWTP,"Upgrades significant portions of the electrical distribution infrastructure including 5 power center installations, 23 motor control centers, 6 automatic transfer switches and 35 transformers throughout the plant, main feeders, breakers",Wastewater Treatment,Manhattan,DEP,DEP,Design,06/04/19,117000157.3,,1383749,,1383749.3,01/12/25,0,0,
08/01/15 00:00,454,Bainbridge Avenue Trunk Water Main,"Replacement Trunk Water Main in Bainbridge Ave, Bronx",Water Supply,Bronx,DDC,DEP,Construction Procurement,03/17/2014,46802000,,,,13658000,11/16/2018,,567,
01/01/16 00:00,454,Bainbridge Avenue Trunk Water Main,"Replacement Trunk Water Main in Bainbridge Ave, Bronx",Water Supply,Bronx,DDC,DEP,Construction,03/17/2014,46802000,,0,,13658000,09/21/2018,-56,567,
06/01/16 00:00,454,Bainbridge Avenue Trunk Water Main,"Replacement Trunk Water Main in Bainbridge Ave, Bronx",Water Supply,Bronx,DDC,DEP,Construction,03/17/2014,46982000,,180000,,13658000,05/22/2016,-852,567,
11/01/16 00:00,454,Bainbridge Avenue Trunk Water Main,"Replacement Trunk Water Main in Bainbridge Ave, Bronx",Water Supply,Bronx,DDC,DEP,Construction,03/17/2014,47184462,,202462,,13658000,11/18/2018,910,567,
04/01/17 00:00,454,Bainbridge Avenue Trunk Water Main,"Replacement Trunk Water Main in Bainbridge Ave, Bronx",Water Supply,Bronx,DDC,DEP,Construction,03/17/2014,47144000,,-40462,,13658000,05/31/2019,194,567,
09/01/17 00:00,454,Bainbridge Avenue Trunk Water Main,"Replacement Trunk Water Main in Bainbridge Ave, Bronx",Water Supply,Bronx,DDC,DEP,Construction,03/17/2014,47346000,,202000,,13658000,06/30/2019,30,567,
03/01/18 00:00,454,Bainbridge Avenue Trunk Water Main,"Replacement Trunk Water Main in Bainbridge Ave, Bronx",Water Supply,Bronx,DDC,DEP,Construction,03/17/2014,47346000,,0,,13658000,06/30/2019,0,567,
08/01/18 00:00,454,Bainbridge Avenue Trunk Water Main,"Replacement Trunk Water Main in Bainbridge Ave, Bronx",Water Supply,Bronx,DDC,DEP,Construction,03/17/2014,52137000,,4791000,,13658000,06/30/2019,0,567,
01/01/19 00:00,454,Bainbridge Avenue Trunk Water Main,"Replacement Trunk Water Main in Bainbridge Ave, Bronx",Water Supply,Bronx,DDC,DEP,Construction,03/17/2014,58779000,,6642000,,13658000,06/08/20,344,567,
05/01/19 00:00,454,Bainbridge Avenue Trunk Water Main,"Replacement of Trunk Water Main in Bainbridge Avenue Between Gunhill Road and Holly Lane and in Jerome Avenue Between Holly Lane and E233th Street, etc.  Also, New 36"""" WM in West Burnside Avenue & Phelan Place",Water Supply,Bronx,DDC,DEP,Construction,03/17/2014,60460000,,1681000,,13658000,06/05/20,-3,567,
09/01/19 00:00,454,Bainbridge Avenue Trunk Water Main,"Replacement of Trunk Water Main in Bainbridge Avenue Between Gunhill Road and Holly Lane and in Jerome Avenue Between Holly Lane and E233th Street, etc.  Also, New 36"" WM in West Burnside Avenue & Phelan Place",Water Supply,Bronx,DDC,DEP,Construction,03/17/2014,60460000,,0,,13658000,06/05/20,0,567,
08/01/15 00:00,455,Queens Long Island City Distribution Water Main,Distribution Water Main Replacement Long Island City,Water Supply,Queens,DDC,DEP,Construction Procurement,02/27/2012,16378000,,,,22765000,01/05/18,,816,
01/01/16 00:00,455,Queens Long Island City Distribution Water Main,Distribution Water Main Replacement Long Island City,Water Supply,Queens,DDC,DEP,Construction Procurement,02/27/2012,36085000,,19707000,,22765000,07/16/2018,192,816,
06/01/16 00:00,455,Queens Long Island City Distribution Water Main,Distribution Water Main Replacement Long Island City,Water Supply,Queens,DDC,DEP,Construction Procurement,02/27/2012,35722000,,-363000,,22765000,10/01/18,77,816,
11/01/16 00:00,455,Queens Long Island City Distribution Water Main,Distribution Water Main Replacement Long Island City,Water Supply,Queens,DDC,DEP,Construction,02/27/2012,35677000,,-45000,,22765000,06/26/2018,-97,816,
04/01/17 00:00,455,Queens Long Island City Distribution Water Main,Distribution Water Main Replacement Long Island City,Water Supply,Queens,DDC,DEP,Construction,02/27/2012,35677000,,0,,22765000,06/02/18,-24,816,
09/01/17 00:00,455,Queens Long Island City Distribution Water Main,Distribution Water Main Replacement Long Island City,Water Supply,Queens,DDC,DEP,Construction,02/27/2012,36496000,,819000,,22765000,06/02/18,0,816,
03/01/18 00:00,455,Queens Long Island City Distribution Water Main,Distribution Water Main Replacement Long Island City,Water Supply,Queens,DDC,DEP,Construction,02/27/2012,36496000,,0,,22765000,12/19/2018,200,816,
08/01/18 00:00,455,Queens Long Island City Distribution Water Main,Distribution Water Main Replacement Long Island City,Water Supply,Queens,DDC,DEP,Construction,02/27/2012,36566000,,70000,,22765000,12/19/2018,0,816,
01/01/19 00:00,455,Queens Long Island City Distribution Water Main,Distribution Water Main Replacement Long Island City,Water Supply,Queens,DDC,DEP,Construction,02/27/2012,36914000,,348000,,22765000,08/15/2019,239,816,
05/01/19 00:00,455,Queens Long Island City Distribution Water Main,"Distribution Water Main Replacement.  Long Island City, Astoria, Queens.  Project Q2008-04",Water Supply,Queens,DDC,DEP,Construction,02/27/2012,39143000,,2229000,,22765000,09/30/2019,46,816,
09/01/19 00:00,455,Queens Long Island City Distribution Water Main,"Distribution Water Main Replacement.  Long Island City, Astoria, Queens.  Project Q2008-04",Water Supply,Queens,DDC,DEP,Construction,02/27/2012,39143000,,0,,22765000,03/31/2020,183,816,
08/01/15 00:00,470,Woodhaven Blvd SBS,"The Woodhaven Boulevard SBS capital project will bring Bus Rapid Transit (BRT) treatments to Woodhaven and Cross Bay Boulevards in Queens. Along Woodhaven Boulevard and Cross Bay Boulevard north of 165th Avenue, the project will involve a full roadway reconstruction, excluding the bridges along the corridor, which will only be resurfaced with updated roadway markings. Targeted bus priority measures will also be constructed on Hoffman Drive between Queens Boulevard and Woodhaven Boulevard and on the north side of Queens Boulevard between Woodhaven Boulevard and 57th Avenue. On Woodhaven Boulevard between Queens Boulevard and Rockaway Avenue, this reconstruction will include implementing a multi-lane boulevard design featuring dedicated bus lanes identified with red coloring and overhead signage, as well as new bus stops located along the medians, with new street furniture, ticket vending machines, and pedestrian wayfinding with real time bus arrival information screens. On Cross Bay Boulevard between Rockaway Avenue and 165th Avenue, the reconstruction will include implementing an offset bus lane design featuring dedicated bus lanes identified with red coloring and overhead signage, planted medians, neckdowns, and SBS ""bus bulb"" stations (extended sidewalks) with ticket vending machines, pedestrian wayfinding with real-time bus arrival information and other street furniture.",Streets and Roadways,,DOT,,Design,03/15/2016,26798900,,,,98323000,05/22/2020,,2292,
01/01/16 00:00,470,Woodhaven Blvd SBS,,Streets and Roadways,,DOT,,,,,,,,98323000,,,2292,
06/01/16 00:00,470,Woodhaven Blvd SBS,"The Woodhaven Boulevard SBS capital project will bring Bus Rapid Transit (BRT) treatments to Woodhaven and Cross Bay Boulevards in Queens. Along Woodhaven Boulevard and Cross Bay Boulevard north of 165th Avenue, the project will involve a full roadway reconstruction, excluding the bridges along the corridor, which will only be resurfaced with updated roadway markings. Targeted bus priority measures will also be constructed on Hoffman Drive between Queens Boulevard and Woodhaven Boulevard and on the north side of Queens Boulevard between Woodhaven Boulevard and 57th Avenue. On Woodhaven Boulevard between Queens Boulevard and Rockaway Avenue, this reconstruction will include implementing a multi-lane boulevard design featuring dedicated bus lanes identified with red coloring and overhead signage, as well as new bus stops located along the medians, with new street furniture, ticket vending machines, and pedestrian wayfinding with real time bus arrival information screens. On Cross Bay Boulevard between Rockaway Avenue and 165th Avenue, the reconstruction will include implementing an offset bus lane design featuring dedicated bus lanes identified with red coloring and overhead signage, planted medians, neckdowns, and SBS ""bus bulb"" stations (extended sidewalks) with ticket vending machines, pedestrian wayfinding with real-time bus arrival information and other street furniture.",Streets and Roadways,,DOT,,Design,03/15/2016,190799900,,164001000,,98323000,05/22/2020,0,2292,
11/01/16 00:00,470,Woodhaven Blvd SBS,"Introduce Bus Rapid Transit (BRT) treatments along Woodhaven Boulevard and Cross Bay Boulevard north of 165th Avenue in Queens; the project involves a full roadway reconstruction, excluding the bridges along the corridor, which will only be resurfaced with updated roadway markings. Targeted bus priority measures will also be constructed on Hoffman Drive between Queens Boulevard and Woodhaven Boulevard and on the north side of Queens Boulevard between Woodhaven Boulevard and 57th Avenue. On Woodhaven Boulevard between Queens Boulevard and Rockaway Avenue, this reconstruction will include implementing a multi-lane boulevard design featuring dedicated bus lanes identified with red coloring and overhead signage, as well as new bus stops located along the medians, with new street furniture, ticket vending machines, and pedestrian wayfinding with real time bus arrival information screens. On Cross Bay Boulevard between Rockaway Avenue and 165th Avenue, the reconstruction will include implementing an offset bus lane design featuring dedicated bus lanes identified with red coloring and overhead signage, planted medians, neckdowns, and SBS ""bus bulb"" stations (extended sidewalks) with ticket vending machines, pedestrian wayfinding with real-time bus arrival information and other street furniture.",Streets and Roadways,,DOT,,Design,03/15/2016,190217900,,-582000,,98323000,05/22/2020,0,2292,
04/01/17 00:00,470,Woodhaven Blvd SBS,"Introduce Bus Rapid Transit (BRT) treatments along Woodhaven Boulevard and Cross Bay Boulevard north of 165th Avenue in Queens; the project involves a full roadway reconstruction, excluding the bridges along the corridor, which will only be resurfaced with updated roadway markings. Targeted bus priority measures will also be constructed on Hoffman Drive between Queens Boulevard and Woodhaven Boulevard and on the north side of Queens Boulevard between Woodhaven Boulevard and 57th Avenue. On Woodhaven Boulevard between Queens Boulevard and Rockaway Avenue, this reconstruction will include implementing a multi-lane boulevard design featuring dedicated bus lanes identified with red coloring and overhead signage, as well as new bus stops located along the medians, with new street furniture, ticket vending machines, and pedestrian wayfinding with real time bus arrival information screens. On Cross Bay Boulevard between Rockaway Avenue and 165th Avenue, the reconstruction will include implementing an offset bus lane design featuring dedicated bus lanes identified with red coloring and overhead signage, planted medians, neckdowns, and SBS ""bus bulb"" stations (extended sidewalks) with ticket vending machines, pedestrian wayfinding with real-time bus arrival information and other street furniture.",Streets and Roadways,,DOT,,Design,03/15/2016,190406900,,189000,,98323000,05/22/2020,0,2292,
09/01/17 00:00,470,Woodhaven Blvd SBS,"Introduce Bus Rapid Transit (BRT) treatments along Woodhaven Boulevard and Cross Bay Boulevard north of 165th Avenue in Queens; the project involves a full roadway reconstruction, excluding the bridges along the corridor, which will only be resurfaced with updated roadway markings. Targeted bus priority measures will also be constructed on Hoffman Drive between Queens Boulevard and Woodhaven Boulevard and on the north side of Queens Boulevard between Woodhaven Boulevard and 57th Avenue. On Woodhaven Boulevard between Queens Boulevard and Rockaway Avenue, this reconstruction will include implementing a multi-lane boulevard design featuring dedicated bus lanes identified with red coloring and overhead signage, as well as new bus stops located along the medians, with new street furniture, ticket vending machines, and pedestrian wayfinding with real time bus arrival information screens. On Cross Bay Boulevard between Rockaway Avenue and 165th Avenue, the reconstruction will include implementing an offset bus lane design featuring dedicated bus lanes identified with red coloring and overhead signage, planted medians, neckdowns, and SBS ""bus bulb"" stations (extended sidewalks) with ticket vending machines, pedestrian wayfinding with real-time bus arrival information and other street furniture.",Streets and Roadways,,DOT,,Design,03/15/2016,171463900,,-18943000,,98323000,05/22/2020,0,2292,
03/01/18 00:00,470,Woodhaven Blvd SBS,"Introduce Bus Rapid Transit (BRT) treatments along Woodhaven Boulevard and Cross Bay Boulevard north of 165th Avenue in Queens; the project involves a full roadway reconstruction, excluding the bridges along the corridor, which will only be resurfaced with updated roadway markings. Targeted bus priority measures will also be constructed on Hoffman Drive between Queens Boulevard and Woodhaven Boulevard and on the north side of Queens Boulevard between Woodhaven Boulevard and 57th Avenue. On Woodhaven Boulevard between Queens Boulevard and Rockaway Avenue, this reconstruction will include implementing a multi-lane boulevard design featuring dedicated bus lanes identified with red coloring and overhead signage, as well as new bus stops located along the medians, with new street furniture, ticket vending machines, and pedestrian wayfinding with real time bus arrival information screens. On Cross Bay Boulevard between Rockaway Avenue and 165th Avenue, the reconstruction will include implementing an offset bus lane design featuring dedicated bus lanes identified with red coloring and overhead signage, planted medians, neckdowns, and SBS ""bus bulb"" stations (extended sidewalks) with ticket vending machines, pedestrian wayfinding with real-time bus arrival information and other street furniture.",Streets and Roadways,,DOT,,Design,03/15/2016,170406900,,-1057000,,98323000,02/13/2021,267,2292,
08/01/18 00:00,470,Woodhaven Blvd SBS,"Introduce Bus Rapid Transit (BRT) treatments along Woodhaven Boulevard and Cross Bay Boulevard north of 165th Avenue in Queens; the project involves a full roadway reconstruction, excluding the bridges along the corridor, which will only be resurfaced with updated roadway markings. Targeted bus priority measures will also be constructed on Hoffman Drive between Queens Boulevard and Woodhaven Boulevard and on the north side of Queens Boulevard between Woodhaven Boulevard and 57th Avenue. On Woodhaven Boulevard between Queens Boulevard and Rockaway Avenue, this reconstruction will include implementing a multi-lane boulevard design featuring dedicated bus lanes identified with red coloring and overhead signage, as well as new bus stops located along the medians, with new street furniture, ticket vending machines, and pedestrian wayfinding with real time bus arrival information screens. On Cross Bay Boulevard between Rockaway Avenue and 165th Avenue, the reconstruction will include implementing an offset bus lane design featuring dedicated bus lanes identified with red coloring and overhead signage, planted medians, neckdowns, and SBS ""bus bulb"" stations (extended sidewalks) with ticket vending machines, pedestrian wayfinding with real-time bus arrival information and other street furniture.",Streets and Roadways,,DOT,,Design,03/15/2016,170456900,,50000,,98323000,08/10/22,543,2292,
01/01/19 00:00,470,Woodhaven Blvd SBS,"Introduce Bus Rapid Transit (BRT) treatments along Woodhaven Boulevard and Cross Bay Boulevard north of 165th Avenue in Queens; the project involves a full roadway reconstruction, excluding the bridges along the corridor, which will only be resurfaced with updated roadway markings. Targeted bus priority measures will also be constructed on Hoffman Drive between Queens Boulevard and Woodhaven Boulevard and on the north side of Queens Boulevard between Woodhaven Boulevard and 57th Avenue. On Woodhaven Boulevard between Queens Boulevard and Rockaway Avenue, this reconstruction will include implementing a multi-lane boulevard design featuring dedicated bus lanes identified with red coloring and overhead signage, as well as new bus stops located along the medians, with new street furniture, ticket vending machines, and pedestrian wayfinding with real time bus arrival information screens. On Cross Bay Boulevard between Rockaway Avenue and 165th Avenue, the reconstruction will include implementing an offset bus lane design featuring dedicated bus lanes identified with red coloring and overhead signage, planted medians, neckdowns, and SBS ""bus bulb"" stations (extended sidewalks) with ticket vending machines, pedestrian wayfinding with real-time bus arrival information and other street furniture.",Streets and Roadways,,DOT,,Design,03/15/2016,170566900,,110000,,98323000,10/18/2022,69,2292,
05/01/19 00:00,470,Woodhaven Blvd SBS,"Introduce Bus Rapid Transit (BRT) treatments along Woodhaven Boulevard and Cross Bay Boulevard north of 165th Avenue in Queens; the project involves a full roadway reconstruction, excluding the bridges along the corridor, which will only be resurfaced with updated roadway markings. Targeted bus priority measures will also be constructed on Hoffman Drive between Queens Boulevard and Woodhaven Boulevard and on the north side of Queens Boulevard between Woodhaven Boulevard and 57th Avenue. On Woodhaven Boulevard between Queens Boulevard and Rockaway Avenue, this reconstruction will include implementing a multi-lane boulevard design featuring dedicated bus lanes identified with red coloring and overhead signage, as well as new bus stops located along the medians, with new street furniture, ticket vending machines, and pedestrian wayfinding with real time bus arrival information screens. On Cross Bay Boulevard between Rockaway Avenue and 165th Avenue, the reconstruction will include implementing an offset bus lane design featuring dedicated bus lanes identified with red coloring and overhead signage, planted medians, neckdowns, and SBS ""bus bulb"" stations (extended sidewalks) with ticket vending machines, pedestrian wayfinding with real-time bus arrival information and other street furniture.",Streets and Roadways,,DOT,,Design,03/15/2016,125121900,,-45445000,,98323000,08/31/2026,1413,2292,
09/01/19 00:00,470,Woodhaven Blvd SBS,,Streets and Roadways,,DOT,,,,,,,,98323000,,,2292,
06/01/16 00:00,472,"4th Avenue Safety Improvements, Phase 1 (Great Streets)","The 4th Avenue Safety Improvements capital project is located in the Sunset Park neighborhoods ofBrooklyn from 18th Street to 33rd Street, and from 52nd Street to 60th Street. The 4th Avenue corridor safety improvements is a Vision Zero project that enhances pedestrian safety, decreases speeding, reduces lane changing, and improves the community through economic vitality and streetscape improvements by making the temporary improvements already in place permanent.",Streets and Roadways,Brooklyn,DOT,,Design,03/01/16,17770000,,350000,,47936074,11/26/2019,176,531,
11/01/16 00:00,472,"4th Avenue Safety Improvements, Phase 1 (Great Streets)","The 4th Avenue Safety Improvements capital project is located in the Sunset Park neighborhoods ofBrooklyn from 18th Street to 33rd Street, and from 52nd Street to 60th Street. The 4th Avenue corridor safety improvements is a Vision Zero project that enhances pedestrian safety, decreases speeding, reduces lane changing, and improves the community through economic vitality and streetscape improvements by making the temporary improvements already in place permanent.",Streets and Roadways,Brooklyn,DOT,,Design,03/01/16,21362141.02,,3592141,,47936074,11/26/2019,0,531,
04/01/17 00:00,472,"4th Avenue Safety Improvements, Phase 1 (Great Streets)","The 4th Avenue Safety Improvements capital project is located in the Sunset Park neighborhoods ofBrooklyn from 18th Street to 33rd Street, and from 52nd Street to 60th Street. The 4th Avenue corridor safety improvements is a Vision Zero project that enhances pedestrian safety, decreases speeding, reduces lane changing, and improves the community through economic vitality and streetscape improvements by making the temporary improvements already in place permanent.",Streets and Roadways,Brooklyn,DOT,,Design,03/01/16,20459141.02,,-903000,,47936074,11/26/2019,0,531,
